StudentID,FirstName,LastName,DateOfBirth,EnrollmentDate,Major
946,Shawn,Stephens,1995-01-22,2014-11-21,Computer Science
947,Allison,Carroll,1997-02-13,2015-08-14,History
948,Lauren,Gray,1994-04-30,2023-10-20,Mathematics
949,Crystal,Shaw,2002-03-01,2016-02-07,Science
950,Mary,Thomas,2005-03-24,2020-01-06,Computer Science
951,Brian,Smith,1994-04-30,2020-04-11,Mathematics
952,Jeanette,Bell,2006-02-08,2015-08-29,Art
953,Candice,Chen,2003-01-30,2022-09-17,Art
954,Victoria,Steele,1994-06-16,2019-01-30,Computer Science
955,Brianna,Bennett,1993-10-28,2020-11-14,Science
956,John,Campbell,2005-11-10,2021-11-25,Science
957,Dawn,Gonzalez,2000-01-01,2017-12-02,History
958,Brandon,Mitchell,2000-05-22,2017-06-24,History
959,Tonya,Patton,1998-12-16,2020-07-26,Computer Science
960,Olivia,Ferguson,2004-01-06,2019-10-29,Science
961,Anna,Cooper,1997-10-25,2020-03-30,Mathematics
962,Cynthia,Carlson,2001-08-31,2018-06-09,Science
963,Robert,Shaw,1994-02-03,2014-10-19,Art
964,Jennifer,Suarez,1995-02-14,2015-06-27,Science
965,Kimberly,Reyes,2004-10-26,2018-03-08,Computer Science
966,Micheal,Stokes,1999-09-24,2019-02-02,Art
967,Daniel,Ward,1994-07-30,2018-09-11,Engineering
968,Matthew,White,2000-10-06,2018-12-03,Science
969,Joseph,Williams,1994-02-13,2022-06-16,Art
970,Heather,Cruz,1996-04-05,2019-03-27,Engineering
971,Stephen,Bradford,2005-09-08,2020-07-29,Computer Science
972,Elizabeth,Cummings,1998-01-14,2017-01-12,Computer Science
973,Michelle,Jones,2006-08-16,2015-06-16,Art
974,Christina,Harrison,2006-01-01,2019-01-13,Art
975,Melissa,Little,1999-06-23,2019-01-13,History
976,Michelle,Reynolds,2001-02-21,2022-01-08,Computer Science
977,Andrew,Watson,2000-11-13,2023-11-01,Art
978,Shawn,Hoover,1995-08-06,2021-09-10,Engineering
979,Joshua,Frazier,1994-09-15,2015-06-22,Science
980,Duane,Neal,2005-02-14,2017-03-14,Computer Science
981,Brian,Arnold,1997-10-09,2021-07-04,Mathematics
982,Debbie,Thomas,1996-03-04,2020-04-18,Computer Science
983,Jared,Randall,2003-05-03,2024-02-24,Engineering
984,Julie,Becker,2000-08-09,2016-05-13,Science
985,Sean,Riggs,1999-10-25,2014-11-19,History
986,John,Murphy,1995-01-02,2024-08-31,Art
987,Jennifer,Myers,1994-04-24,2017-05-21,Engineering
988,Jessica,Herring,2002-05-11,2021-01-28,History
989,Tim,Williams,2004-07-31,2018-05-06,Computer Science
990,Heather,Turner,1994-07-07,2016-08-30,Computer Science
991,Kristy,Adams,1999-11-21,2023-03-17,Art
992,Melinda,Johnson,2000-02-11,2023-07-03,Art
993,Tammy,Sanchez,2001-04-12,2017-10-15,Engineering
994,John,Moore,1999-09-18,2023-06-20,Mathematics
995,Jeffery,Santana,2003-11-27,2019-07-06,Art
996,Benjamin,Mueller,1995-11-02,2021-06-21,Science
997,Matthew,Carter,2001-01-22,2020-11-12,Computer Science
998,Holly,Bell,1997-12-27,2019-08-18,History
999,Jennifer,Sanchez,1999-10-12,2015-11-07,Mathematics
1000,Andrew,Daniels,1997-06-19,2016-10-23,Science
